Year,RM,Crop,Yield
1988,79,Canola,14.7
1989,79,Canola,15.0
1990,79,Canola,20.0
1991,79,Canola,15.0
1992,79,Canola,20.0
1993,79,Canola,22.2
1994,79,Canola,16.8
1995,79,Canola,16.0
1996,79,Canola,14.9
1997,79,Canola,14.2
1998,79,Canola,23.3
1999,79,Canola,23.2
2000,79,Canola,31.0
2001,79,Canola,15.9
2002,79,Canola,14.8
2003,79,Canola,15.5
2004,79,Canola,28.9
2005,79,Canola,21.1
2007,79,Canola,19.5
2009,79,Canola,35.7
2010,79,Canola,22.7
2011,79,Canola,30.3
2012,79,Canola,27.9
2013,79,Canola,28.6
2014,79,Canola,29.39
2015,79,Canola,31.56
2016,79,Canola,48.7
2017,79,Canola,19.4
2018,79,Canola,24.5
2019,79,Canola,34.0
2020,79,Canola,22.7
2021,79,Canola,22.9
2022,79,Canola,17.5
2023,79,Canola,16.7
2024,79,Canola,22.4
2025,79,Canola,48.2
1969,91,Canola,15.0
1970,91,Canola,19.0
1971,91,Canola,22.0
1972,91,Canola,16.0
1973,91,Canola,19.0
1974,91,Canola,13.0
1975,91,Canola,13.0
1978,91,Canola,20.0
1979,91,Canola,7.0
1980,91,Canola,20.0
1981,91,Canola,18.0
1982,91,Canola,21.0
1983,91,Canola,16.0
1984,91,Canola,10.5
1985,91,Canola,17.0
1986,91,Canola,30.8
1987,91,Canola,32.0
1988,91,Canola,19.0
1989,91,Canola,10.0
1990,91,Canola,24.3
1991,91,Canola,30.5
1992,91,Canola,18.2
1993,91,Canola,24.2
1994,91,Canola,27.8
1995,91,Canola,16.8
1996,91,Canola,26.8
1997,91,Canola,21.6
1998,91,Canola,21.3
1999,91,Canola,23.0
2000,91,Canola,23.3
2001,91,Canola,21.8
2002,91,Canola,23.9
2003,91,Canola,23.5
2004,91,Canola,18.6
2005,91,Canola,28.6
2006,91,Canola,25.1
2007,91,Canola,20.7
2008,91,Canola,33.7
2009,91,Canola,33.1
2010,91,Canola,30.0
2011,91,Canola,17.4
2012,91,Canola,24.0
2013,91,Canola,39.5
2014,91,Canola,27.95
2015,91,Canola,35.24
2016,91,Canola,36.7
2017,91,Canola,38.21
2018,91,Canola,38.9
2019,91,Canola,41.8
2020,91,Canola,45.9
2021,91,Canola,33.1
2022,91,Canola,40.8
2023,91,Canola,43.0
2024,91,Canola,38.5
2025,91,Canola,47.2
1967,92,Canola,23.0
1969,92,Canola,20.0
1970,92,Canola,21.0
1971,92,Canola,22.0
1972,92,Canola,15.0
1973,92,Canola,15.0
1974,92,Canola,15.0
1975,92,Canola,12.0
1976,92,Canola,15.0
1977,92,Canola,17.0
1978,92,Canola,25.0
1979,92,Canola,10.0
1980,92,Canola,20.0
1981,92,Canola,18.0
1982,92,Canola,21.0
1983,92,Canola,16.0
1984,92,Canola,10.9
1985,92,Canola,17.3
1986,92,Canola,28.2
1987,92,Canola,30.7
1988,92,Canola,20.0
1989,92,Canola,14.0
1990,92,Canola,24.0
1991,92,Canola,28.5
1992,92,Canola,25.6
1993,92,Canola,24.9
1994,92,Canola,18.7
1995,92,Canola,15.3
1996,92,Canola,22.7
1997,92,Canola,20.7
1998,92,Canola,25.5
1999,92,Canola,21.6
2000,92,Canola,31.7
2001,92,Canola,22.9
2002,92,Canola,30.4
2003,92,Canola,25.4
2004,92,Canola,16.6
2005,92,Canola,31.3
2006,92,Canola,31.0
2007,92,Canola,22.4
2008,92,Canola,36.5
2009,92,Canola,39.9
2010,92,Canola,34.8
2011,92,Canola,15.3
2012,92,Canola,23.3
2013,92,Canola,35.4
2014,92,Canola,25.4
2015,92,Canola,36.07
2016,92,Canola,40.3
2017,92,Canola,40.66
2018,92,Canola,40.7
2019,92,Canola,43.3
2020,92,Canola,45.6
2021,92,Canola,37.0
2022,92,Canola,37.5
2023,92,Canola,43.1
2024,92,Canola,39.1
2025,92,Canola,45.9
1967,93,Canola,12.0
1968,93,Canola,20.0
1969,93,Canola,15.0
1970,93,Canola,20.0
1971,93,Canola,22.0
1972,93,Canola,16.0
1973,93,Canola,18.0
1974,93,Canola,15.0
1975,93,Canola,18.0
1976,93,Canola,18.0
1977,93,Canola,20.0
1978,93,Canola,23.0
1979,93,Canola,12.0
1980,93,Canola,20.0
1981,93,Canola,18.0
1982,93,Canola,24.0
1983,93,Canola,16.6
1984,93,Canola,10.2
1985,93,Canola,28.4
1986,93,Canola,32.5
1987,93,Canola,29.0
1988,93,Canola,24.5
1989,93,Canola,9.0
1990,93,Canola,27.0
1991,93,Canola,30.2
1992,93,Canola,25.6
1993,93,Canola,19.6
1994,93,Canola,19.4
1995,93,Canola,17.6
1996,93,Canola,22.8
1997,93,Canola,23.7
1998,93,Canola,24.8
1999,93,Canola,21.9
2000,93,Canola,29.0
2001,93,Canola,24.9
2002,93,Canola,24.0
2003,93,Canola,20.4
2004,93,Canola,15.0
2005,93,Canola,26.9
2006,93,Canola,28.4
2007,93,Canola,16.0
2008,93,Canola,35.7
2009,93,Canola,38.1
2010,93,Canola,28.2
2011,93,Canola,22.3
2012,93,Canola,18.6
2013,93,Canola,43.5
2014,93,Canola,28.3
2015,93,Canola,38.81
2016,93,Canola,39.3
2017,93,Canola,37.93
2018,93,Canola,40.5
2019,93,Canola,42.4
2020,93,Canola,45.1
2021,93,Canola,33.3
2022,93,Canola,42.8
2023,93,Canola,43.2
2024,93,Canola,39.9
2025,93,Canola,49.4
1970,94,Canola,16.0
1971,94,Canola,22.0
1974,94,Canola,15.0
1975,94,Canola,15.0
1978,94,Canola,20.0
1979,94,Canola,13.0
1983,94,Canola,9.0
1984,94,Canola,8.0
1985,94,Canola,16.0
1986,94,Canola,22.0
1987,94,Canola,40.0
1988,94,Canola,25.0
1989,94,Canola,7.0
1990,94,Canola,25.0
1991,94,Canola,26.7
1992,94,Canola,17.2
1993,94,Canola,22.2
1994,94,Canola,15.6
1995,94,Canola,10.8
1996,94,Canola,23.5
1997,94,Canola,15.2
1998,94,Canola,22.1
1999,94,Canola,15.7
2000,94,Canola,26.9
2001,94,Canola,16.9
2003,94,Canola,17.0
2004,94,Canola,18.0
2005,94,Canola,29.1
2006,94,Canola,29.7
2007,94,Canola,28.2
2008,94,Canola,36.6
2009,94,Canola,31.7
2010,94,Canola,22.4
2011,94,Canola,20.2
2012,94,Canola,26.6
2013,94,Canola,37.1
2014,94,Canola,29.99
2015,94,Canola,26.07
2016,94,Canola,35.5
2017,94,Canola,28.88
2018,94,Canola,39.6
2019,94,Canola,44.1
2020,94,Canola,42.3
2021,94,Canola,27.7
2022,94,Canola,41.4
2023,94,Canola,34.0
2024,94,Canola,34.5
2025,94,Canola,42.6
1967,95,Canola,8.0
1968,95,Canola,20.0
1970,95,Canola,18.0
1971,95,Canola,22.0
1972,95,Canola,14.0
1973,95,Canola,20.0
1974,95,Canola,18.0
1975,95,Canola,12.0
1976,95,Canola,20.0
1977,95,Canola,22.0
1978,95,Canola,22.0
1979,95,Canola,16.0
1980,95,Canola,14.0
1981,95,Canola,14.0
1982,95,Canola,18.0
1983,95,Canola,14.5
1984,95,Canola,9.5
1985,95,Canola,14.3
1986,95,Canola,24.0
1987,95,Canola,21.0
1988,95,Canola,10.8
1989,95,Canola,3.0
1990,95,Canola,15.5
1991,95,Canola,20.1
1992,95,Canola,25.3
1993,95,Canola,24.7
1994,95,Canola,22.3
1995,95,Canola,14.0
1996,95,Canola,23.3
1997,95,Canola,19.1
1998,95,Canola,22.3
1999,95,Canola,24.7
2000,95,Canola,26.5
2001,95,Canola,23.8
2002,95,Canola,20.7
2003,95,Canola,19.0
2004,95,Canola,16.2
2005,95,Canola,28.6
2006,95,Canola,29.7
2007,95,Canola,26.4
2008,95,Canola,36.5
2009,95,Canola,34.6
2010,95,Canola,31.9
2011,95,Canola,23.8
2012,95,Canola,22.2
2013,95,Canola,40.3
2014,95,Canola,29.39
2015,95,Canola,37.53
2016,95,Canola,40.1
2017,95,Canola,31.97
2018,95,Canola,37.0
2019,95,Canola,42.4
2020,95,Canola,41.1
2021,95,Canola,27.5
2022,95,Canola,41.7
2023,95,Canola,29.2
2024,95,Canola,28.8
2025,95,Canola,44.5
1970,96,Canola,20.0
1971,96,Canola,18.0
1972,96,Canola,16.0
1973,96,Canola,16.0
1974,96,Canola,11.0
1975,96,Canola,8.0
1977,96,Canola,25.0
1978,96,Canola,23.0
1979,96,Canola,17.0
1980,96,Canola,11.0
1982,96,Canola,25.0
1983,96,Canola,19.3
1984,96,Canola,7.6
1985,96,Canola,10.2
1986,96,Canola,27.0
1987,96,Canola,28.9
1988,96,Canola,8.7
1989,96,Canola,5.0
1990,96,Canola,16.0
1991,96,Canola,29.5
1992,96,Canola,27.3
1993,96,Canola,23.8
1994,96,Canola,24.2
1995,96,Canola,16.3
1996,96,Canola,20.8
1997,96,Canola,14.3
1998,96,Canola,17.9
1999,96,Canola,22.7
2000,96,Canola,25.9
2001,96,Canola,24.2
2002,96,Canola,18.3
2003,96,Canola,13.4
2004,96,Canola,24.5
2005,96,Canola,31.5
2006,96,Canola,28.3
2007,96,Canola,21.4
2008,96,Canola,36.5
2009,96,Canola,35.1
2010,96,Canola,30.6
2011,96,Canola,17.6
2012,96,Canola,24.4
2013,96,Canola,40.6
2014,96,Canola,29.37
2015,96,Canola,32.58
2016,96,Canola,37.9
2017,96,Canola,31.44
2018,96,Canola,41.8
2019,96,Canola,43.3
2020,96,Canola,40.8
2021,96,Canola,26.1
2022,96,Canola,42.9
2023,96,Canola,29.2
2024,96,Canola,30.9
2025,96,Canola,47.2
1968,97,Canola,10.0
1970,97,Canola,18.0
1971,97,Canola,18.0
1972,97,Canola,16.0
1973,97,Canola,20.0
1974,97,Canola,6.0
1979,97,Canola,2.0
1980,97,Canola,10.0
1983,97,Canola,11.0
1984,97,Canola,4.0
1988,97,Canola,12.0
1989,97,Canola,8.0
1992,97,Canola,30.0
1993,97,Canola,29.5
1994,97,Canola,18.2
1995,97,Canola,14.9
1996,97,Canola,20.1
1997,97,Canola,8.5
1998,97,Canola,14.1
1999,97,Canola,22.2
2000,97,Canola,21.1
2001,97,Canola,17.8
2002,97,Canola,16.7
2003,97,Canola,10.1
2004,97,Canola,22.1
2005,97,Canola,25.2
2006,97,Canola,23.2
2007,97,Canola,24.1
2008,97,Canola,31.0
2009,97,Canola,36.4
2010,97,Canola,29.2
2011,97,Canola,14.0
2012,97,Canola,27.1
2013,97,Canola,37.6
2014,97,Canola,32.25
2015,97,Canola,38.06
2016,97,Canola,41.2
2017,97,Canola,28.3
2018,97,Canola,42.9
2019,97,Canola,33.6
2020,97,Canola,39.2
2021,97,Canola,29.1
2022,97,Canola,40.0
2023,97,Canola,31.6
2024,97,Canola,21.1
2025,97,Canola,46.2
1971,98,Canola,17.0
1972,98,Canola,11.0
1973,98,Canola,17.0
1974,98,Canola,6.0
1975,98,Canola,15.0
1978,98,Canola,24.0
1980,98,Canola,5.0
1983,98,Canola,11.0
1984,98,Canola,8.0
1994,98,Canola,23.2
1995,98,Canola,10.2
1996,98,Canola,17.5
1997,98,Canola,20.8
1998,98,Canola,17.0
1999,98,Canola,20.3
2000,98,Canola,25.1
2001,98,Canola,23.6
2002,98,Canola,21.3
2003,98,Canola,12.9
2004,98,Canola,26.9
2005,98,Canola,36.0
2006,98,Canola,24.4
2007,98,Canola,26.6
2008,98,Canola,22.9
2009,98,Canola,40.5
2010,98,Canola,31.6
2011,98,Canola,13.2
2012,98,Canola,31.3
2013,98,Canola,42.1
2014,98,Canola,40.94
2015,98,Canola,37.4
2016,98,Canola,46.3
2017,98,Canola,26.61
2018,98,Canola,37.3
2019,98,Canola,33.9
2020,98,Canola,44.3
2021,98,Canola,30.3
2022,98,Canola,49.0
2023,98,Canola,32.1
2024,98,Canola,23.4
2025,98,Canola,53.8
1968,99,Canola,10.0
1971,99,Canola,22.0
1972,99,Canola,11.0
1978,99,Canola,20.0
1979,99,Canola,15.0
1984,99,Canola,8.0
1987,99,Canola,17.0
1994,99,Canola,19.2
1995,99,Canola,15.9
1996,99,Canola,22.5
1997,99,Canola,10.8
1998,99,Canola,17.4
1999,99,Canola,16.3
2000,99,Canola,18.4
2001,99,Canola,18.9
2002,99,Canola,15.0
2003,99,Canola,3.0
2004,99,Canola,16.4
2005,99,Canola,26.5
2006,99,Canola,17.5
2007,99,Canola,18.9
2008,99,Canola,20.0
2009,99,Canola,39.9
2010,99,Canola,35.7
2011,99,Canola,21.3
2012,99,Canola,32.6
2013,99,Canola,41.9
2014,99,Canola,45.08
2015,99,Canola,40.25
2016,99,Canola,48.4
2017,99,Canola,27.03
2018,99,Canola,39.0
2019,99,Canola,36.4
2020,99,Canola,45.8
2021,99,Canola,26.4
2022,99,Canola,47.1
2023,99,Canola,31.9
2024,99,Canola,31.3
2025,99,Canola,47.8
1970,100,Canola,20.0
1971,100,Canola,20.0
1972,100,Canola,17.0
1973,100,Canola,14.0
1974,100,Canola,25.0
1975,100,Canola,21.0
1976,100,Canola,28.0
1978,100,Canola,25.0
1984,100,Canola,8.0
1989,100,Canola,10.0
1993,100,Canola,32.0
1994,100,Canola,20.0
1995,100,Canola,25.7
1996,100,Canola,23.9
1997,100,Canola,15.5
1998,100,Canola,18.5
1999,100,Canola,21.5
2000,100,Canola,21.9
2001,100,Canola,18.9
2002,100,Canola,12.1
2003,100,Canola,6.5
2004,100,Canola,25.7
2005,100,Canola,28.3
2006,100,Canola,22.8
2007,100,Canola,19.0
2008,100,Canola,23.4
2010,100,Canola,26.8
2011,100,Canola,26.4
2012,100,Canola,32.0
2013,100,Canola,42.7
2014,100,Canola,35.07
2015,100,Canola,24.95
2016,100,Canola,44.3
2017,100,Canola,29.08
2018,100,Canola,33.5
2019,100,Canola,42.1
2020,100,Canola,41.2
2021,100,Canola,28.5
2022,100,Canola,46.0
2023,100,Canola,31.1
2024,100,Canola,34.9
2025,100,Canola,42.7
1970,101,Canola,15.0
1971,101,Canola,15.0
1972,101,Canola,15.0
1978,101,Canola,10.0
1983,101,Canola,20.0
1984,101,Canola,5.5
1996,101,Canola,20.0
1997,101,Canola,16.3
1998,101,Canola,16.3
1999,101,Canola,22.0
2003,101,Canola,7.0
2004,101,Canola,30.0
2006,101,Canola,14.0
2007,101,Canola,15.3
2008,101,Canola,26.1
2009,101,Canola,31.5
2010,101,Canola,26.2
2011,101,Canola,24.2
2012,101,Canola,23.4
2013,101,Canola,36.7
2014,101,Canola,29.03
2015,101,Canola,23.98
2016,101,Canola,40.6
2017,101,Canola,23.55
2018,101,Canola,28.5
2019,101,Canola,33.2
2020,101,Canola,28.9
2021,101,Canola,24.2
2022,101,Canola,34.3
2023,101,Canola,24.9
2024,101,Canola,27.0
2025,101,Canola,36.8
1970,102,Canola,19.0
1971,102,Canola,16.0
1972,102,Canola,14.0
1973,102,Canola,15.0
1974,102,Canola,10.0
1975,102,Canola,13.0
1978,102,Canola,28.0
1980,102,Canola,16.0
1983,102,Canola,21.0
1984,102,Canola,7.0
1998,102,Canola,20.4
1999,102,Canola,29.4
2000,102,Canola,28.1
2001,102,Canola,23.5
2002,102,Canola,16.0
2003,102,Canola,8.2
2004,102,Canola,35.0
2005,102,Canola,28.0
2006,102,Canola,15.7
2007,102,Canola,19.1
2008,102,Canola,20.8
2009,102,Canola,32.5
2010,102,Canola,34.3
2011,102,Canola,34.1
2012,102,Canola,32.3
2013,102,Canola,45.7
2014,102,Canola,42.17
2015,102,Canola,39.37
2016,102,Canola,48.4
2017,102,Canola,21.89
2018,102,Canola,35.0
2019,102,Canola,37.6
2020,102,Canola,35.7
2021,102,Canola,23.2
2022,102,Canola,32.2
2023,102,Canola,20.9
2024,102,Canola,19.7
2025,102,Canola,29.3
1970,103,Canola,19.0
1971,103,Canola,16.0
1972,103,Canola,15.0
1973,103,Canola,20.0
1975,103,Canola,12.0
1977,103,Canola,20.0
1978,103,Canola,20.0
1979,103,Canola,16.0
1980,103,Canola,16.0
1983,103,Canola,17.5
1984,103,Canola,6.0
1987,103,Canola,28.0
1994,103,Canola,22.2
1995,103,Canola,22.2
1997,103,Canola,14.0
1998,103,Canola,20.0
1999,103,Canola,25.5
2000,103,Canola,20.0
2001,103,Canola,25.0
2002,103,Canola,18.0
2003,103,Canola,11.1
2004,103,Canola,27.5
2005,103,Canola,20.7
2006,103,Canola,22.4
2007,103,Canola,18.7
2008,103,Canola,28.2
2009,103,Canola,28.2
2010,103,Canola,32.3
2011,103,Canola,30.2
2012,103,Canola,28.4
2013,103,Canola,40.5
2014,103,Canola,41.15
2015,103,Canola,38.11
2016,103,Canola,44.4
2017,103,Canola,29.58
2018,103,Canola,29.6
2019,103,Canola,30.0
2020,103,Canola,35.6
2021,103,Canola,18.2
2022,103,Canola,22.2
2023,103,Canola,16.7
2024,103,Canola,17.5
2025,103,Canola,42.2
1971,104,Canola,16.0
1977,104,Canola,18.0
1978,104,Canola,15.0
1981,104,Canola,16.0
1982,104,Canola,27.0
1983,104,Canola,17.5
1984,104,Canola,10.0
1993,104,Canola,23.0
1994,104,Canola,20.0
1995,104,Canola,16.1
1996,104,Canola,20.5
1997,104,Canola,13.3
1998,104,Canola,15.3
1999,104,Canola,27.0
2000,104,Canola,22.2
2001,104,Canola,16.6
2002,104,Canola,18.6
2003,104,Canola,9.6
2004,104,Canola,35.2
2005,104,Canola,18.5
2006,104,Canola,16.1
2007,104,Canola,14.0
2010,104,Canola,50.8
2011,104,Canola,31.9
2012,104,Canola,26.2
2013,104,Canola,37.0
2014,104,Canola,29.69
2015,104,Canola,37.41
2016,104,Canola,44.3
2017,104,Canola,33.1
2018,104,Canola,35.8
2019,104,Canola,35.1
2020,104,Canola,31.5
2021,104,Canola,8.5
2022,104,Canola,15.0
2023,104,Canola,22.7
2024,104,Canola,14.9
2025,104,Canola,37.7
1971,105,Canola,14.0
1972,105,Canola,12.0
1973,105,Canola,10.0
1983,105,Canola,10.0
1984,105,Canola,6.0
1989,105,Canola,15.0
1993,105,Canola,20.0
1994,105,Canola,25.0
1995,105,Canola,18.3
1996,105,Canola,18.1
1997,105,Canola,23.9
1998,105,Canola,18.5
1999,105,Canola,20.0
2000,105,Canola,24.8
2001,105,Canola,14.9
2002,105,Canola,11.3
2003,105,Canola,8.5
2004,105,Canola,24.6
2005,105,Canola,18.1
2006,105,Canola,21.6
2007,105,Canola,14.6
2008,105,Canola,10.0
2009,105,Canola,24.0
2010,105,Canola,31.5
2011,105,Canola,26.8
2012,105,Canola,24.5
2013,105,Canola,34.4
2014,105,Canola,28.54
2015,105,Canola,37.35
2016,105,Canola,39.9
2017,105,Canola,26.3
2018,105,Canola,27.6
2019,105,Canola,35.5
2020,105,Canola,34.6
2021,105,Canola,7.0
2022,105,Canola,16.8
2023,105,Canola,18.6
2024,105,Canola,16.6
2025,105,Canola,42.0
1971,106,Canola,14.0
1988,106,Canola,12.0
1991,106,Canola,28.0
1994,106,Canola,15.0
1995,106,Canola,16.3
1996,106,Canola,27.0
1997,106,Canola,18.2
1998,106,Canola,17.7
1999,106,Canola,16.2
2000,106,Canola,22.8
2001,106,Canola,26.2
2002,106,Canola,27.5
2003,106,Canola,10.1
2004,106,Canola,31.4
2005,106,Canola,16.1
2006,106,Canola,13.4
2007,106,Canola,15.0
2009,106,Canola,22.0
2010,106,Canola,34.0
2011,106,Canola,20.7
2012,106,Canola,29.2
2013,106,Canola,32.3
2014,106,Canola,28.97
2015,106,Canola,29.79
2016,106,Canola,29.1
2017,106,Canola,27.45
2018,106,Canola,23.7
2019,106,Canola,32.5
2020,106,Canola,24.7
2021,106,Canola,7.5
2022,106,Canola,19.4
2023,106,Canola,17.0
2024,106,Canola,15.6
2025,106,Canola,41.9
1971,107,Canola,14.0
1984,107,Canola,5.0
1991,107,Canola,22.0
1992,107,Canola,25.0
1997,107,Canola,21.9
1998,107,Canola,21.7
1999,107,Canola,14.7
2000,107,Canola,31.4
2001,107,Canola,10.0
2003,107,Canola,13.3
2004,107,Canola,48.3
2006,107,Canola,17.6
2007,107,Canola,12.6
2010,107,Canola,35.6
2011,107,Canola,28.9
2012,107,Canola,29.8
2013,107,Canola,41.1
2014,107,Canola,26.19
2015,107,Canola,36.44
2016,107,Canola,45.0
2017,107,Canola,30.03
2018,107,Canola,28.4
2019,107,Canola,43.3
2020,107,Canola,32.9
2021,107,Canola,9.8
2022,107,Canola,23.2
2023,107,Canola,15.3
2024,107,Canola,19.0
2025,107,Canola,46.9
1971,108,Canola,12.0
1972,108,Canola,14.0
1988,108,Canola,16.0
1989,108,Canola,10.0
1993,108,Canola,24.0
1994,108,Canola,17.6
1995,108,Canola,21.5
1996,108,Canola,20.6
1997,108,Canola,20.8
1998,108,Canola,20.1
1999,108,Canola,23.2
2000,108,Canola,25.8
2001,108,Canola,9.3
2002,108,Canola,20.5
2003,108,Canola,12.7
2004,108,Canola,27.2
2005,108,Canola,24.1
2006,108,Canola,18.1
2007,108,Canola,16.0
2008,108,Canola,27.2
2009,108,Canola,37.5
2010,108,Canola,26.3
2011,108,Canola,24.3
2012,108,Canola,27.9
2013,108,Canola,35.3
2014,108,Canola,36.28
2015,108,Canola,33.56
2016,108,Canola,44.7
2017,108,Canola,22.6
2018,108,Canola,26.5
2019,108,Canola,40.1
2020,108,Canola,22.6
2021,108,Canola,15.2
2022,108,Canola,20.8
2023,108,Canola,11.4
2024,108,Canola,15.5
2025,108,Canola,43.9
1983,109,Canola,13.0
1984,109,Canola,8.0
1985,109,Canola,10.0
1986,109,Canola,17.0
1987,109,Canola,26.3
1988,109,Canola,16.5
1989,109,Canola,22.0
1990,109,Canola,18.0
1991,109,Canola,33.2
1993,109,Canola,30.0
1994,109,Canola,24.7
1995,109,Canola,28.3
1996,109,Canola,23.3
1997,109,Canola,22.7
1998,109,Canola,22.9
1999,109,Canola,26.3
2000,109,Canola,25.0
2001,109,Canola,8.2
2002,109,Canola,16.5
2003,109,Canola,12.1
2004,109,Canola,28.5
2005,109,Canola,21.6
2006,109,Canola,16.5
2007,109,Canola,15.2
2008,109,Canola,25.8
2009,109,Canola,23.1
2010,109,Canola,21.1
2011,109,Canola,32.6
2012,109,Canola,28.4
2013,109,Canola,39.6
2014,109,Canola,35.72
2015,109,Canola,33.81
2016,109,Canola,43.6
2017,109,Canola,27.65
2018,109,Canola,26.5
2019,109,Canola,43.0
2020,109,Canola,27.0
2021,109,Canola,20.5
2022,109,Canola,27.5
2023,109,Canola,14.7
2024,109,Canola,27.4
2025,109,Canola,37.5
1983,110,Canola,18.0
1984,110,Canola,7.5
1985,110,Canola,3.0
1986,110,Canola,20.0
1987,110,Canola,18.0
1988,110,Canola,10.0
1989,110,Canola,15.0
1994,110,Canola,18.0
1995,110,Canola,33.0
1996,110,Canola,25.4
1998,110,Canola,34.5
1999,110,Canola,17.3
2003,110,Canola,5.9
2004,110,Canola,15.0
2006,110,Canola,13.0
2010,110,Canola,19.4
2012,110,Canola,23.2
2014,110,Canola,29.84
2015,110,Canola,32.74
2023,110,Canola,24.1
2024,110,Canola,17.4
1991,111,Canola,10.0
1993,111,Canola,40.0
1994,111,Canola,30.0
1995,111,Canola,33.0
1996,111,Canola,25.0
1997,111,Canola,14.0
1998,111,Canola,30.0
1999,111,Canola,30.7
2000,111,Canola,17.8
2001,111,Canola,4.0
2003,111,Canola,17.0
2004,111,Canola,30.0
2005,111,Canola,32.5
2008,111,Canola,24.3
2010,111,Canola,33.3
2011,111,Canola,41.2
2012,111,Canola,32.5
2013,111,Canola,31.6
2014,111,Canola,34.36
2015,111,Canola,17.79
2016,111,Canola,55.6
2017,111,Canola,33.47
2018,111,Canola,36.0
2019,111,Canola,22.7
2020,111,Canola,25.2
2021,111,Canola,19.4
2022,111,Canola,21.7
2023,111,Canola,17.1
2024,111,Canola,28.5
2025,111,Canola,33.9
1969,121,Canola,21.0
1970,121,Canola,19.0
1971,121,Canola,20.0
1972,121,Canola,17.0
1973,121,Canola,17.0
1974,121,Canola,15.0
1975,121,Canola,12.0
1977,121,Canola,18.0
1978,121,Canola,25.0
1979,121,Canola,13.0
1980,121,Canola,18.0
1981,121,Canola,18.0
1982,121,Canola,21.0
1983,121,Canola,18.2
1984,121,Canola,15.0
1985,121,Canola,27.3
1986,121,Canola,31.3
1987,121,Canola,28.3
1988,121,Canola,15.7
1989,121,Canola,12.0
1990,121,Canola,24.7
1991,121,Canola,25.0
1992,121,Canola,30.7
1993,121,Canola,23.6
1994,121,Canola,20.9
1995,121,Canola,17.9
1996,121,Canola,22.6
1997,121,Canola,22.4
1998,121,Canola,26.6
1999,121,Canola,18.8
2000,121,Canola,25.3
2001,121,Canola,21.0
2002,121,Canola,25.2
2003,121,Canola,20.4
2004,121,Canola,24.8
2005,121,Canola,28.8
2006,121,Canola,27.1
2007,121,Canola,23.4
2008,121,Canola,23.7
2009,121,Canola,29.1
2010,121,Canola,29.5
2011,121,Canola,16.9
2012,121,Canola,19.9
2013,121,Canola,40.0
2014,121,Canola,28.66
2015,121,Canola,37.75
2016,121,Canola,38.3
2017,121,Canola,43.71
2018,121,Canola,47.0
2019,121,Canola,48.3
2020,121,Canola,49.2
2021,121,Canola,33.1
2022,121,Canola,37.7
2023,121,Canola,49.4
2024,121,Canola,44.0
2025,121,Canola,53.0
1970,122,Canola,20.0
1971,122,Canola,22.0
1972,122,Canola,20.0
1973,122,Canola,18.0
1974,122,Canola,23.0
1975,122,Canola,8.0
1976,122,Canola,17.0
1977,122,Canola,17.0
1978,122,Canola,20.0
1979,122,Canola,9.0
1980,122,Canola,15.0
1981,122,Canola,18.0
1982,122,Canola,23.0
1983,122,Canola,21.3
1984,122,Canola,12.3
1985,122,Canola,19.0
1986,122,Canola,28.0
1987,122,Canola,25.6
1988,122,Canola,16.7
1989,122,Canola,10.0
1990,122,Canola,20.0
1991,122,Canola,26.0
1992,122,Canola,27.5
1993,122,Canola,19.5
1994,122,Canola,18.8
1995,122,Canola,12.6
1996,122,Canola,27.0
1997,122,Canola,18.1
1998,122,Canola,22.1
1999,122,Canola,22.6
2000,122,Canola,25.4
2001,122,Canola,20.3
2002,122,Canola,23.7
2003,122,Canola,20.9
2004,122,Canola,21.2
2005,122,Canola,30.8
2006,122,Canola,29.8
2007,122,Canola,21.0
2008,122,Canola,27.0
2009,122,Canola,27.9
2010,122,Canola,31.0
2011,122,Canola,18.2
2012,122,Canola,19.0
2013,122,Canola,37.3
2014,122,Canola,28.07
2015,122,Canola,37.33
2016,122,Canola,39.1
2017,122,Canola,31.48
2018,122,Canola,35.0
2019,122,Canola,40.2
2020,122,Canola,43.8
2021,122,Canola,28.5
2022,122,Canola,32.7
2023,122,Canola,35.9
2024,122,Canola,35.3
2025,122,Canola,42.3
1967,123,Canola,15.0
1969,123,Canola,16.0
1970,123,Canola,17.0
1971,123,Canola,20.0
1972,123,Canola,18.0
1973,123,Canola,19.0
1974,123,Canola,13.0
1975,123,Canola,7.0
1976,123,Canola,18.0
1977,123,Canola,20.0
1978,123,Canola,26.0
1979,123,Canola,10.0
1980,123,Canola,15.0
1981,123,Canola,18.0
1982,123,Canola,19.0
1983,123,Canola,18.3
1984,123,Canola,8.0
1985,123,Canola,15.5
1986,123,Canola,28.1
1987,123,Canola,23.9
1988,123,Canola,14.5
1989,123,Canola,6.0
1990,123,Canola,27.0
1991,123,Canola,33.4
1992,123,Canola,23.2
1993,123,Canola,25.3
1994,123,Canola,21.5
1995,123,Canola,16.2
1996,123,Canola,23.8
1997,123,Canola,23.8
1998,123,Canola,22.6
1999,123,Canola,22.5
2000,123,Canola,22.8
2001,123,Canola,21.5
2002,123,Canola,21.7
2003,123,Canola,20.7
2004,123,Canola,19.6
2005,123,Canola,27.5
2006,123,Canola,24.3
2007,123,Canola,21.1
2008,123,Canola,28.7
2009,123,Canola,33.7
2010,123,Canola,26.0
2011,123,Canola,15.6
